Date,Open,High,Low,Close,Adj Close,Volume
2022-04-11,24.330000,24.469999,24.330000,24.415001,23.866564,279
2022-04-12,24.650000,24.650000,24.650000,24.650000,24.096285,0
2022-04-13,24.455000,24.655001,24.455000,24.655001,24.101173,38
2022-04-14,24.889999,24.889999,24.775000,24.775000,24.218477,185
2022-04-19,24.680000,24.855000,24.680000,24.855000,24.296677,57
2022-04-20,24.965000,24.965000,24.965000,24.965000,24.404207,0
2022-04-21,24.965000,24.965000,24.965000,24.965000,24.404207,0
2022-04-22,24.120001,24.120001,23.825001,23.825001,23.289818,1
2022-04-25,23.480000,23.480000,23.410000,23.410000,22.884140,78
2022-04-26,23.934999,24.100000,23.735001,24.100000,23.558638,2769
2022-04-27,24.100000,24.100000,24.100000,24.100000,23.558638,0
2022-04-28,24.895000,24.895000,24.365000,24.740000,24.184265,216
2022-04-29,24.000000,24.379999,24.000000,24.225000,23.680830,647
2022-05-02,24.000000,24.150000,23.875000,24.150000,23.607517,659
2022-05-03,23.965000,24.075001,23.725000,23.725000,23.192064,1874
2022-05-04,23.500000,23.770000,23.200001,23.200001,22.678856,2235
2022-05-05,22.969999,23.924999,22.910000,23.400000,22.874363,1402
2022-05-06,23.400000,23.400000,23.400000,23.400000,22.874363,0
2022-05-09,22.665001,23.299999,22.200001,23.299999,22.776611,1224
2022-05-10,23.385000,23.565001,23.285000,23.285000,22.761948,347
2022-05-11,23.330000,23.440001,22.600000,23.219999,22.698406,752
2022-05-12,22.990000,23.355000,22.790001,23.200001,22.678856,736
2022-05-13,23.200001,23.200001,23.200001,23.200001,22.678856,0
2022-05-16,23.125000,23.125000,23.125000,23.125000,22.605541,0
2022-05-17,22.700001,23.309999,22.700001,23.000000,22.483349,1410
2022-05-18,23.165001,23.465000,22.850000,22.850000,22.336720,1859
2022-05-19,22.375000,22.375000,22.375000,22.375000,21.872387,0
2022-05-20,22.514999,23.155001,22.514999,23.155001,22.634867,1238
2022-05-23,22.985001,23.225000,22.860001,23.225000,22.703295,363
2022-05-24,22.715000,23.075001,22.600000,23.075001,22.556665,150
2022-05-25,23.075001,23.075001,23.075001,23.075001,22.556665,0
2022-05-26,23.250000,23.250000,23.250000,23.250000,22.727734,0
2022-05-27,23.250000,23.250000,23.250000,23.250000,22.727734,0
2022-05-30,23.250000,23.250000,23.250000,23.250000,22.727734,0
2022-05-31,23.730000,23.730000,22.950001,22.950001,22.434473,52
2022-06-01,22.799999,23.055000,22.795000,23.055000,22.537113,311
2022-06-02,23.055000,23.055000,23.055000,23.055000,22.537113,0
2022-06-03,22.825001,22.825001,22.825001,22.825001,22.312283,0
2022-06-06,23.049999,23.480000,23.049999,23.480000,22.952568,906
2022-06-07,22.924999,23.090000,22.924999,23.090000,22.692133,3
2022-06-08,23.035000,23.035000,23.035000,23.035000,22.638081,0
2022-06-09,23.309999,23.309999,22.645000,23.030001,22.633167,4
2022-06-10,22.740000,22.740000,22.075001,22.075001,21.694624,69
2022-06-13,21.485001,21.650000,21.370001,21.650000,21.276947,2259
2022-06-14,21.559999,21.559999,21.059999,21.125000,20.760992,1958
2022-06-15,21.389999,21.389999,21.155001,21.200001,20.834702,117
2022-06-16,20.900000,20.900000,20.875000,20.875000,20.515299,1
2022-06-17,20.825001,20.825001,20.825001,20.825001,20.466162,0
2022-06-20,20.879999,20.879999,20.879999,20.879999,20.520212,0
2022-06-21,21.150000,21.150000,21.150000,21.150000,20.785561,0
2022-06-22,20.629999,21.000000,20.575001,21.000000,20.638147,4102
2022-06-23,20.889999,20.889999,20.825001,20.825001,20.466162,1
2022-06-24,21.275000,21.275000,21.275000,21.275000,20.908409,0
2022-06-27,21.500000,21.500000,21.350000,21.350000,20.982115,25
2022-06-28,21.174999,21.174999,21.174999,21.174999,20.810131,0
2022-06-29,21.469999,21.469999,21.275000,21.275000,20.908409,1
2022-06-30,20.980000,21.184999,20.980000,21.150000,20.785561,3
2022-07-01,21.174999,21.275000,21.174999,21.275000,20.908409,1
2022-07-04,21.275000,21.275000,21.275000,21.275000,20.908409,0
2022-07-05,21.475000,21.475000,21.475000,21.475000,21.104961,0
2022-07-06,21.915001,22.049999,21.760000,22.049999,21.670052,538
2022-07-07,22.445000,22.575001,22.445000,22.575001,22.186010,1
2022-07-08,22.650000,22.650000,22.650000,22.650000,22.259714,0
2022-07-11,22.750000,22.750000,22.750000,22.750000,22.357992,0
2022-07-12,22.750000,22.750000,22.750000,22.750000,22.357992,0
2022-07-13,22.775000,22.775000,22.775000,22.775000,22.382561,0
2022-07-14,22.799999,22.799999,22.775000,22.775000,22.382561,30
2022-07-15,22.775000,22.775000,22.775000,22.775000,22.382561,0
2022-07-18,23.475000,23.475000,23.475000,23.475000,23.070499,0
2022-07-19,23.975000,23.975000,23.975000,23.975000,23.561884,0
2022-07-20,24.549999,24.549999,24.549999,24.549999,24.126976,0
2022-07-21,24.325001,24.325001,24.325001,24.325001,23.905853,0
2022-07-22,24.504999,24.725000,24.504999,24.725000,24.298962,83
2022-07-25,24.895000,24.895000,24.625000,24.625000,24.200686,29
2022-07-26,24.344999,24.490000,24.344999,24.375000,23.954992,263
2022-07-27,24.195000,24.200001,24.195000,24.200001,23.783009,170
2022-07-28,24.514999,24.514999,24.475000,24.475000,24.053268,105
2022-07-29,23.924999,24.445000,23.924999,23.975000,23.561884,389
2022-08-01,24.225000,24.225000,24.225000,24.225000,23.807575,0
2022-08-02,24.180000,24.450001,24.180000,24.450001,24.028700,10
2022-08-03,25.000000,26.070000,25.000000,26.000000,25.551991,5073
2022-08-04,26.480000,26.480000,25.690001,26.000000,25.551991,141
2022-08-05,25.424999,25.860001,25.424999,25.860001,25.414404,405
2022-08-08,25.860001,25.860001,25.860001,25.860001,25.414404,0
2022-08-09,23.395000,23.799999,23.254999,23.799999,23.389900,834
2022-08-10,23.525000,23.969999,23.520000,23.520000,23.114725,727
2022-08-11,23.299999,23.750000,23.299999,23.400000,22.996792,2
2022-08-12,22.980000,23.415001,22.980000,23.415001,23.011534,223
2022-08-15,23.320000,23.570000,23.320000,23.570000,23.163862,516
2022-08-16,23.500000,23.625000,23.500000,23.625000,23.217915,100
2022-08-17,23.275000,23.275000,23.275000,23.275000,22.873943,0
2022-08-18,23.620001,23.620001,23.620001,23.620001,23.213001,0
2022-08-19,23.225000,23.225000,23.225000,23.225000,22.946243,0
2022-08-22,23.575001,23.575001,23.575001,23.575001,23.292042,0
2022-08-23,23.240000,23.325001,23.240000,23.325001,23.045042,42
2022-08-24,23.299999,23.299999,23.299999,23.299999,23.020340,0
2022-08-25,23.275000,23.275000,23.275000,23.275000,22.995640,0
2022-08-26,23.299999,23.299999,22.975000,22.975000,22.699244,405
2022-08-29,22.660000,22.750000,22.660000,22.750000,22.476942,88
2022-08-30,22.870001,22.870001,22.600000,22.600000,22.328743,44
2022-08-31,22.754999,22.754999,22.475000,22.475000,22.205244,64
2022-09-01,22.475000,22.475000,22.475000,22.475000,22.205244,0
2022-09-02,23.295000,23.480000,23.000000,23.000000,22.723942,2
2022-09-05,23.000000,23.000000,23.000000,23.000000,22.723942,0
2022-09-06,22.475000,22.475000,22.475000,22.475000,22.205244,0
2022-09-07,22.160000,22.160000,22.160000,22.160000,21.894024,129
2022-09-08,22.160000,22.160000,22.160000,22.160000,21.894024,0
2022-09-09,22.160000,22.160000,22.160000,22.160000,21.894024,0
2022-09-12,22.725000,22.725000,22.725000,22.725000,22.452244,0
2022-09-13,22.275000,22.275000,22.275000,22.275000,22.007643,0
2022-09-14,21.790001,21.930000,21.525000,21.525000,21.266645,106
2022-09-15,21.674999,21.674999,21.674999,21.674999,21.414845,0
2022-09-16,21.674999,21.674999,21.674999,21.674999,21.414845,0
2022-09-19,20.975000,20.975000,20.975000,20.975000,20.723248,0
2022-09-20,21.025000,21.025000,21.025000,21.025000,20.772646,0
2022-09-21,21.260000,21.879999,21.129999,21.700001,21.439547,1188
2022-09-22,21.475000,21.475000,21.475000,21.475000,21.217245,0
2022-09-23,21.280001,21.700001,21.280001,21.575001,21.316046,580
2022-09-26,21.695000,21.695000,21.155001,21.365000,21.108566,148
2022-09-27,21.615000,21.615000,21.424999,21.424999,21.167847,92
2022-09-28,21.299999,21.475000,21.209999,21.475000,21.217245,255
2022-09-29,21.025000,21.025000,21.025000,21.025000,20.772646,0
2022-09-30,20.799999,21.025000,20.799999,21.025000,20.772646,2
2022-10-03,20.014999,20.014999,20.014999,20.014999,19.774769,28
2022-10-04,20.014999,20.014999,20.014999,20.014999,19.774769,0
2022-10-05,21.200001,21.545000,20.700001,20.700001,20.451548,17
2022-10-06,20.700001,20.700001,20.700001,20.700001,20.451548,0
2022-10-07,21.485001,21.525000,21.485001,21.525000,21.266645,91
2022-10-10,21.315001,21.424999,21.315001,21.424999,21.167847,280
2022-10-11,21.555000,21.555000,21.400000,21.500000,21.241945,226
2022-10-12,21.625000,21.625000,21.625000,21.625000,21.365446,0
2022-10-13,21.195000,21.549999,21.195000,21.549999,21.291344,2
2022-10-14,21.674999,21.674999,21.674999,21.674999,21.414845,0
2022-10-17,21.299999,21.674999,21.299999,21.674999,21.414845,226
2022-10-18,21.834999,21.834999,21.775000,21.775000,21.513645,111
2022-10-19,21.700001,21.975000,21.700001,21.975000,21.711245,1
2022-10-20,21.959999,22.059999,21.959999,22.059999,21.795225,113
2022-10-21,21.950001,21.950001,21.950001,21.950001,21.686546,0
2022-10-24,22.075001,22.075001,22.075001,22.075001,21.810045,0
2022-10-25,22.344999,22.344999,22.344999,22.344999,22.076803,0
2022-10-26,22.120001,22.325001,22.120001,22.325001,22.057045,1
2022-10-27,22.174999,22.174999,22.174999,22.174999,21.908844,0
2022-10-28,22.549999,22.549999,22.549999,22.549999,22.279343,0
2022-10-31,22.860001,22.860001,22.655001,22.775000,22.501642,203
2022-11-01,22.934999,22.934999,22.934999,22.934999,22.659721,0
2022-11-02,23.000000,23.180000,23.000000,23.075001,22.798042,80
2022-11-03,22.615000,22.615000,22.275000,22.275000,22.007643,95
2022-11-04,22.205000,22.205000,22.125000,22.125000,21.859444,114
2022-11-07,22.000000,22.225000,21.434999,21.434999,21.177725,209
2022-11-08,21.834999,21.834999,21.834999,21.834999,21.572926,0
2022-11-09,22.240000,22.660000,22.240000,22.660000,22.388021,4
