Date,Open,High,Low,Close,Adj Close,Volume
2022-04-07,54.430000,54.849998,53.740002,54.630001,52.822414,15739000
2022-04-08,54.840000,54.910000,54.009998,54.279999,52.483990,18148200
2022-04-11,53.919998,53.950001,52.790001,52.880001,51.130314,20992100
2022-04-12,51.700001,52.950001,51.480000,51.820000,50.105385,25254200
2022-04-13,51.840000,52.360001,51.410000,52.150002,50.424473,17004600
2022-04-14,52.080002,52.380001,51.119999,51.169998,49.476891,18024800
2022-04-18,50.880001,51.560001,50.799999,51.110001,49.418880,13990700
2022-04-19,51.000000,51.939999,50.919998,51.830002,50.115059,15490900
2022-04-20,52.220001,53.669998,52.150002,53.020000,51.265682,19526200
2022-04-21,53.340000,53.830002,52.730000,52.779999,51.033623,17147300
2022-04-22,52.919998,52.959999,51.290001,51.360001,49.660610,17693000
2022-04-25,51.450001,51.980000,50.540001,51.939999,50.221413,18677000
2022-04-26,51.880001,51.939999,50.869999,50.900002,49.215832,19238300
2022-04-27,50.910000,51.110001,49.250000,49.310001,47.678436,33668600
2022-04-28,49.529999,50.779999,49.209999,50.630001,48.954765,20170700
2022-04-29,50.509998,50.639999,48.869999,48.980000,47.359352,20281400
2022-05-02,49.340000,49.910000,48.930000,49.860001,48.210239,22499200
2022-05-03,49.770000,50.360001,49.529999,49.919998,48.268250,15828200
2022-05-04,50.029999,51.660000,49.669998,51.580002,49.873333,23942300
2022-05-05,51.150002,51.209999,49.160000,49.610001,47.968513,24846500
2022-05-06,49.150002,49.840000,48.849998,49.330002,47.697777,21743900
2022-05-09,49.000000,49.419998,48.669998,48.959999,47.340015,22421200
2022-05-10,49.709999,50.240002,49.150002,49.549999,47.910496,21741100
2022-05-11,49.090000,49.639999,48.580002,48.650002,47.040276,23872100
2022-05-12,48.630001,48.779999,47.470001,48.290001,46.692188,25951000
2022-05-13,48.709999,49.630001,48.529999,49.560001,47.920170,18954500
2022-05-16,49.660000,49.660000,48.880001,49.000000,47.378696,20254500
2022-05-17,49.680000,50.720001,49.509998,50.599998,48.925751,18780600
2022-05-18,50.470001,50.470001,48.209999,48.360001,46.759872,40672700
2022-05-19,43.060001,43.930000,41.020000,41.720001,40.339573,97674600
2022-05-20,41.860001,43.000000,41.520000,42.939999,41.519207,46148700
2022-05-23,43.340000,43.820000,42.939999,43.349998,41.915638,27366600
2022-05-24,43.400002,44.060001,42.500000,43.770000,42.321743,30053900
2022-05-25,43.750000,44.419998,43.189999,44.000000,42.544136,25504600
2022-05-26,44.049999,45.529999,44.049999,44.990002,43.501381,28294700
2022-05-27,45.119999,45.639999,44.950001,45.619999,44.110531,23882100
2022-05-31,45.270000,45.610001,44.740002,45.049999,43.559387,64821200
2022-06-01,45.549999,45.799999,44.770000,45.230000,43.733433,20666000
2022-06-02,45.180000,45.799999,44.900002,45.790001,44.274906,20546800
2022-06-03,45.549999,45.740002,45.119999,45.250000,43.752773,17947000
2022-06-06,45.599998,46.090000,45.130001,45.330002,43.830128,12641900
2022-06-07,44.820000,45.650002,44.720001,45.570000,44.062183,14667200
2022-06-08,45.450001,45.630001,44.880001,44.919998,43.433689,16263800
2022-06-09,44.830002,45.270000,44.240002,44.259998,42.795528,18417700
